,stack01
0,0.442466310077831
1,0.2625422783001012
2,4.538745007672061
3,1.9805167021672532
4,-0.7884593004272741
5,-0.508225825433509
6,-0.9877703111058478
7,3.6586675263922133
8,-0.17673260176460776
9,-0.28223383838717625
10,2.627178472766375
11,0.10606117622514212
12,0.3894426369044433
13,0.2726514540110605
14,0.5240038057763028
15,0.8354402925790243
16,2.140429088744824
17,5.0424377371548905
18,3.3472984836264876
19,0.43440702110993307
20,2.6293743099338727
21,1.966831852364129
22,0.3949405989358619
23,4.038760984355675
24,1.3815736236254113
25,-0.9137402313326145
26,0.8404088360549683
27,0.2412315133127373
28,-0.9343806965092963
29,0.07704158719077499
30,4.8242536729182826
31,-0.08886297530140949
32,1.7269958170027646
33,1.875140997205558
34,0.9087076601793775
35,-0.07952378059659518
36,0.6116639555135837
37,-0.5715492166109875
38,-0.5808519532318367
39,-0.32946390290556055
40,1.334227313188364
41,0.44464285318719177
42,1.5557485187596753
43,-0.37262905550796305
44,3.7392837432291364
45,-0.2639327746789887
46,4.058676256535962
47,6.325038978910938
48,-0.40582100655067804
49,0.3997727880691032
50,1.100321975058846
51,-0.5014618708088776
52,3.0375731611306427
53,4.38920990474178
54,-0.34489477381991906
55,4.643596925973652
56,0.508603961207605
57,1.768233097260036
58,1.9588872741840644
59,0.00030873268915682073
60,0.2970314649690736
61,1.743210101612323
62,0.7035401157264577
63,0.5216303915698329
64,-0.17005477389382
65,0.38859329563552253
66,-0.17330359128405803
67,2.0126129964017325
68,1.425799900157994
69,-0.18320002065117208
70,-0.4637682566810019
71,0.9128041197129291
72,0.5790238867128291
73,-0.16062540119487345
74,0.4814795531817931
75,-0.35460715546963795
76,5.890496521606513
77,-0.6759054334351038
78,0.7534067935478312
79,3.228888679686457
80,1.948111562122424
81,6.392534914703965
82,-0.9472170558200217
83,0.2726795174198504
84,1.823640247327015
85,-1.0422043497608673
86,6.736057285479847
87,-0.31705107339275695
88,-0.25951804514909077
89,-0.4063825098165245
90,0.6849301273089369
91,-1.043877480667002
92,1.7184369446346046
93,0.307697408445461
94,1.5611024750906537
95,-0.21361862836279244
96,3.5468298577854576
97,0.18705826440528903
98,-0.9740001755191992
99,0.21134672000410776
100,-0.9490504410941064
101,1.9242870445771538
102,1.6130767244708122
103,-0.5300536778983393
104,0.3898777868266168
105,4.68627111003324
106,-0.19242601475019241
107,0.6321187949381555
108,2.072749600862198
109,1.0677640603362106
110,0.30326332702158443
111,0.7326871447466945
112,-0.533206728086056
113,2.5708098218322992
114,-0.03460958949480418
115,-0.581688687125163
116,2.9728885096165847
117,1.3231379269456345
118,0.9429745936009082
119,-0.3915771120652085
120,4.513523163942778
121,-0.04031093724393725
122,0.176296360835898
123,1.8307900715783818
124,0.8082774013223165
125,-0.4978709076237658
126,3.9526483694444208
127,3.354317885590444
128,1.2352576360912881
129,0.7226514481061024
130,-1.055842387435065
131,-0.2086775956650766
132,-0.0411751115565516
133,-0.31840052366585714
134,2.4702738002159523
135,0.1885461789362271
136,-0.3942103070633164
137,-0.7928402123714541
138,0.28010428653983654
139,0.7228917921202971
140,1.4993041683684858
141,-0.6771016793762442
142,3.2173214401463914
143,2.242211469175621
144,2.429540630718206
145,6.453350487831706
146,0.8804762112967398
147,-1.0527989893991287
148,1.8221924352564791
149,1.5349647553967327
150,0.5870258142727222
151,-0.06788521830132956
152,0.3263414846704424
153,1.5411063780823195
154,0.4724711233755027
155,-0.01218178075517815
156,0.2938334287993353
157,1.1900151589953825
158,1.0180615234483763
159,3.4583564556445436
160,-0.3154993661227592
161,1.4161121222975015
162,1.3858131041983848
163,2.2048037364014554
164,-0.4428871790916674
165,1.722635921937213
166,-0.6031145062774736
167,0.47876734809399696
168,1.5357717703089895
169,4.255441998198667
170,-0.1472088637884561
171,0.3025910961978977
172,-0.7782887335552605
173,1.7129052895034538
174,0.04867932840571477
175,0.645903397669781
176,2.112110148955416
177,-0.02554894813160142
178,5.275923856144769
179,0.44009456344371584
180,-0.9423250459057888
181,1.2449875130437351
182,-0.15203314927448527
183,2.4507471196891726
184,4.467666130492375
185,-0.2683811388473045
186,0.9544362132999925
187,-1.0435409895010563
188,3.4316606871505213
189,1.2061054089888645
190,-0.14571967549212048
191,2.4378647309893764
192,2.351840503147148
193,2.377450887489572
194,6.736057285479847
195,-0.022714816600899534
196,3.283780352467816
197,-0.11097118253584175
198,-0.12292363320282268
199,3.969409966174643
200,0.14009788590307146
201,0.19690255754578506
202,4.189606215057494
203,0.5326778278200586
204,3.2141156502865096
205,2.1373891265878497
206,-1.0428782291716965
207,-0.8582047273316594
208,1.5856554326674903
209,5.842072564012954
210,-0.17179156255875228
211,2.794219431480523
212,0.1408408978195973
213,1.1370087876514154
214,-0.1361439729427577
215,0.731185728534198
216,-0.610807655699213
217,-0.341853335783177
218,1.8964926140283251
219,0.033797136599020595
220,1.9161128659174744
221,0.7321002400411044
222,-0.6024304168930228
223,1.5730698230860962
224,3.1754401549826223
225,3.8307631146912
226,2.622647355801368
227,0.1850638460763692
228,2.4578226784535695
229,-0.9819480580812101
230,-0.3827597117538083
231,4.811089387480031
232,1.547076016273431
233,1.3512747033994623
234,-0.4061100907520748
235,0.1600898335373992
236,0.20011871902721448
237,1.7215730928513766
238,0.13073883626200872
239,2.9037430726032074
240,0.8169564307440379
241,0.23611665906639417
242,6.3624580579948855
243,1.577304777488215
244,6.607622567565602
245,0.9837494098669834
246,-0.4492473669451098
247,0.11784944414907209
248,5.079794648823489
249,0.16834666293629935
250,0.29306322849111066
251,1.285091912122506
252,-0.24507994391678845
253,0.01353141262556397
254,0.042408105503460074
255,-0.8750361682472256
256,1.1147655363055216
257,2.8958211931278677
258,-0.0023269049959171867
259,-0.09556905789861815
260,0.3487124028588885
261,5.7809335569847775
262,0.46962576703331865
263,6.726197795493741
264,0.5139383396456979
265,0.5158042673873542
266,-0.3323985305784103
267,0.47607508679030625
268,0.5022505584127237
269,-0.030718849771748928
270,0.28183909997826506
271,3.6346910292656345
272,3.3480402543456655
273,-0.6965542131487625
274,0.9810176645947878
275,0.39965167445604144
276,0.743844651851336
277,-1.0742495777184078
278,1.7805627712511578
279,6.2910472967883955
280,0.26400046208259365
281,0.00607220034816362
282,-0.3945593972401169
283,0.3898777868266168
284,-0.9457655882719016
285,5.178766280459221
286,3.398499871921172
287,5.030264164924746
288,-0.1490049025599335
289,-0.0698792549526419
290,5.123613982545256
291,0.1444484133757319
292,-0.16257771833303386
293,2.8470058743146174
294,0.26088635823893236
295,5.488115513377189
296,-0.6924220306650842
297,0.47628721358907045
298,2.2159942045959693
299,1.8866001304476017
300,0.6333899501281628
301,0.6588650437995549
302,4.939285357834866
303,-1.0281056531126165
304,3.2931335595202307
305,0.026532835371056728
306,3.6463244457844293
307,1.2947786325970172
308,1.558270770922829
309,2.989001249139149
310,6.724791068013076
311,0.5898301646143203
312,1.911086667991296
313,-0.5317509178855286
314,0.8085957999355716
315,-0.024610945818881586
316,-0.1665509546784151
317,0.059405634627214626
318,0.23206786505899404
319,-0.9762367609714395
320,0.7302558861490964
321,-0.721048371756598
322,-0.7041551104110821
323,0.13332957134847384
324,0.12817612320400343
325,0.144294183434827
326,-0.21500990891341362
327,2.467655370842725
328,0.881503962437465
329,0.4346303633709012
330,0.01648499195623609
331,2.8304754944177337
332,0.009081878558443113
333,6.6866696127502845
334,1.6270305747499534
335,1.8913394661545315
336,-0.9459189803728749
337,0.34797063383287935
338,2.381689890493994
339,1.1298063209310436
340,0.8167151512568775
341,2.198160715478114
342,-0.3098527119300777
343,-0.5017614294212273
344,-0.469486528074765
345,0.5933010888080027
346,4.656746061430953
347,3.052075083373679
348,1.6145648208975838
349,1.3593995176734286
350,0.33852184427994686
351,-0.336783664497626
352,1.152714418895556
353,4.393615089892439
354,-0.23355271392778754
355,0.36423315986079824
356,0.7384465225033716
357,-0.7733937174663005
358,3.3390255580553765
359,0.1817519241688356
360,3.5002020206435436
361,-0.45228791185968714
362,4.099285552386539
363,0.2752110525467469
364,0.22324653778949582
365,0.40082813175861726
366,0.666752356601964
367,6.247604124475975
368,0.7130151600209491
369,0.3158116762230902
370,3.8489720283175584
371,-0.3220902142372384
372,6.658775200613761
373,-0.981972283139672
374,2.2224574688569096
375,2.672912874592228
376,1.2432484388222729
377,1.338068074547872
378,-0.6593433043873376
379,-0.5198510338411563
380,0.10142061781784492
381,8.397838487021868
382,-0.5784404964584233
383,1.1494179603529855
384,0.9379670131529855
385,0.2944059825354174
386,-1.0474834126238908
387,0.7214561247037614
388,-0.3655758595639978
389,2.2363953112428043
390,3.5385712221387697
391,5.342501744686923
392,0.9287737825667821
393,-1.0085769138285294
394,-0.9449160266418052
395,0.1450161428758272
396,0.10548768401100361
397,1.0840966586477658
398,0.9988329290274984
399,4.587649150888328
400,4.721873373063547
401,-0.8005585258693386
402,-0.05770905788415331
403,3.396080108097055
404,0.32217709909565306
405,6.719755162995501
406,-0.009331260077948142
407,5.817872334147184
408,1.7106420189565519
409,-1.0140528932444104
410,0.18084240385757988
411,0.18388269294137777
412,0.6225761707155297
413,5.1715060343954935
414,-0.09624394660394057
415,3.100929956498287
416,-0.670570053566743
417,-0.3213039427877284
418,-0.5379257823607113
419,-0.5895935108927741
420,0.9832685767391443
421,0.36808323993155084
422,0.8225038851984621
423,-0.012406665941331226
424,-1.0735750122409506
425,-0.23986275294406395
426,0.12700726413014146
427,1.0878164374156807
428,2.0815961466522253
429,2.254861500314155
430,-0.9394715149155647
431,3.035785378445695
432,-0.3299233671313145
433,2.15944056878557
434,2.1476582791285366
435,6.719755162995501
436,0.3895610795723161
437,3.3080404754443293
438,1.019900802010329
439,0.5975201454524315
440,-0.4617851943424346
441,3.5926745992928595
442,0.731743497303299
443,-0.2733972449192954
444,0.2959132554297076
445,0.29779316011440604
446,0.2756555634845347
447,-0.24382809456259874
448,-0.10518024414283128
449,-0.662429557677419
450,0.23365391704000954
451,1.3247864709374035
452,5.573635683241163
453,2.776792036667641
454,1.9343574571680329
455,0.7325916074397097
456,1.881148616956886
457,-0.14198500404104503
458,0.7130151600209491
459,4.132568331432292
460,6.761267344101043
461,1.5217941946950808
462,-0.07864739660148132
463,0.29060399315008056
464,-0.04227692761139727
465,0.7675313156337868
466,1.4879083813467893
467,4.162305535213692
468,0.6779948813881826
469,4.761364455260227
470,4.9091061742106445
471,0.3839670359892834
472,5.983097625407674
473,6.34695117202868
474,0.8310064979590303
475,1.6872185552641668
476,0.3902210466922046
477,2.0575567388243003
478,-0.8218750953660685
479,0.11411851204402244
480,2.3765325828358015
481,-0.9926189938761615
482,3.8876426474081356
483,1.4691945326180627
484,-0.2368429871250719
485,-0.16867120651039869
486,-0.045122468392251924
487,0.9666630321988022
488,-0.006853647478865693
489,2.3564982416898443
490,4.309729232060843
491,0.18236351480657598
492,1.3252916186962929
493,1.1721842938642717
494,0.04592371478253167
495,-0.053408890664945
496,0.12947538093107355
497,6.66360355268327
498,0.1312313525692316
499,2.311522758683016
500,3.2315161642483745
501,-1.009492366376953
502,1.5503527908504169
503,0.6576491809469511
504,1.4269160733379533
505,-0.6804975176071543
506,0.8276108382801238
507,-0.5519813719306241
508,-0.8711352342133247
509,-0.09445192636273651
510,-0.5428440806274493
511,4.381681676292282
512,1.443129402532828
513,-0.6793996886090549
514,6.564236009925907
515,3.5290573345731486
516,-0.45357058003291345
517,0.5181782577946094
518,-1.0409980419226985
519,1.586653826884604
520,3.373413067713875
521,12.811089743202693
522,2.221814565885642
523,-0.254255759257475
524,0.6295491454374453
525,-0.1342310341194647
526,1.3365315117231509
527,5.535896229428843
528,1.5200890562389837
529,2.4129575885656553
530,0.6363363158248826
531,-0.17288422284587107
532,5.395218655827482
533,0.04150196521101904
534,-0.5284432625872267
535,-1.0077569771098078
536,2.061061694923372
537,-0.10922202647168862
538,0.768486126032218
539,-1.0220810376293592
540,3.6640939190550927
541,0.5127293232364427
542,2.6327341694358153
543,1.7031866780652836
544,6.727454987479417
545,0.7191157097992502
546,0.29280250536781705
547,1.2561607623409834
548,0.2582365609730911
549,1.0889250090154405
550,1.5144398654249434
551,3.015868951320898
552,1.1408602027583878
553,0.5940879387272362
554,-0.2681353493413916
555,0.9876799354268264
556,-0.873660509832869
557,1.3301767556208661
558,3.390437977373677
559,-0.5020273048039245
560,-0.04537887986373158
561,4.1934206842206585
562,0.18494832144049586
563,0.602070859424609
564,3.8863517356734842
565,2.6900065821762604
566,0.1450161428758272
567,0.9025526556259713
568,0.181710447694369
569,0.2965532168702899
570,3.3464156283634026
571,-0.6358647850233059
572,6.587900949121908
573,-0.5049290437095875
574,1.4052143517014049
575,4.45934294964796
576,-0.5116731821684048
577,-0.20952028585930052
578,0.7314838428069147
579,0.940267525758995
580,0.38539350882725587
581,1.2508208553462983
582,6.700014196482355
583,-0.34518385802131585
584,4.158161065138915
585,-0.03753173571125887
586,4.767336953390653
587,-0.9401920241147779
588,0.1744754377542775
589,0.12200384589803773
590,4.064011501784812
591,2.589874334228888
592,-0.03020497984770615
593,0.30611169427889917
594,0.2604360319899145
595,1.7768759192831793
596,2.995738391214969
597,0.354289725383134
598,-0.29082849605966354
599,4.848214146882256
600,3.2936272745433213
601,1.3018270033734396
602,0.6853644055418493
603,5.721126902036096
604,4.053210973165195
605,0.8438697484013012
606,-0.7960263028558212
607,1.979556454371954
608,0.7712467334835101
609,1.5486305918160572
610,-0.02981010066553766
611,-0.26290115883864706
612,0.06903078599876991
613,-1.016253200352786
614,0.5741441763674833
615,-1.0285043441043096
616,0.5084358213552282
617,0.4324800027917776
618,-0.6095562126528955
619,0.4416961097696065
620,-0.6305526497768335
621,1.5196961285643067
622,5.620424245408994
623,0.44009456344371584
624,-0.6634202269906938
625,-0.39943536723794454
626,1.4188544630428275
627,2.1160039688277865
628,-0.2570922402242636
629,-0.019782083997192997
630,0.6653961207362068
631,2.442594848957897
632,0.32864830982135773
633,-0.3641990599716799
634,1.0062263285578965
635,-0.04661801786731966
636,0.7788994650558061
637,0.733896434879348
638,0.7307256532316736
639,4.175761755598887
640,5.433216443565947
641,0.23941230836419664
642,1.5232016417563357
643,-0.5912505990919296
644,1.9888704803867763
645,5.447623918516874
646,0.5499759789811587
647,0.4581939586208491
648,-0.4881397009182051
649,3.850287362664265
650,0.6269764001331812
651,-0.7054730138714987
652,0.6687210963469898
653,2.126427791049785
654,0.4334477867285712
655,-0.7297807930541342
656,1.3262492813471607
657,0.9988614076907485
658,6.718968128671351
659,-0.09566946167344996
660,-1.0135296561347102
661,-0.719185181191246
662,0.021544731964645108
663,0.7025365439526311
664,-0.018550667340324414
665,0.45196423100513194
666,2.554427242431812
667,0.11595738293354838
668,4.826919757993903
669,0.7995274526592414
670,1.0788184671573615
671,0.5024534639517766
672,-0.20810644457335947
673,2.2965526316010454
674,1.7193007783793153
675,-0.18514697542072814
676,-0.2997102391334902
677,-0.2804842068568046
678,4.4971854065531796
679,3.3471406888098003
680,-0.09228906863970765
681,0.4891355613349386
682,3.5768987016851543
683,0.06849746728082083
684,0.25258775873271094
685,-0.45228791185968714
686,4.4025104154757635
687,1.14187663367564
688,0.13542070748788648
689,6.726610033864517
690,0.26944857349366524
691,0.3617855418780642
692,-0.17184510650070906
693,-0.07504862410231895
694,0.241937779893675
695,-0.041545133974456014
696,0.4463279899859627
697,1.8357127171367145
698,0.5081182826637702
699,-0.3552299821438475
700,6.703359458973463
701,-0.7782887335552605
702,-0.1324948000975413
