,pred01,pred02
0,0.44147879996003986,1.046613854867079
1,0.26667956735223514,15.266504711510935
2,4.664584335410136,8.70933542438055
3,2.005399694122983,12.136183576095222
4,-0.7914671714246475,17.29938987746937
5,-0.5115071524741502,16.550890657953676
6,-0.9893649071791586,17.804999142431136
7,3.6695425910633177,10.243194862456061
8,-0.19657302175710561,16.086935052650492
9,-0.30424957667110347,16.222424064980096
10,2.6779172449231483,11.117404188358213
11,0.1029573808194612,15.504129309039193
12,0.37780689148670943,15.0540003209897
13,0.27056947092758354,15.262005655169602
14,0.5222350300686595,14.719191441408231
15,0.8322310614480751,14.165138329664764
16,2.130336613202489,11.86950837346221
17,5.017728335035286,8.3675546810387
18,3.4576555553126043,10.383970282116607
19,0.43398435790986467,14.893525015782014
20,2.6970409300205884,11.088563978668379
21,2.037607005738849,12.01586363066981
22,0.504469615779696,1.0701797293168835
23,4.126458518392188,9.611429530980805
24,1.4088516150932984,13.01255680988783
25,-0.913802681524196,17.539750616442124
26,0.8473848858693863,14.157388582661781
27,0.23904554087133006,15.289955626507407
28,-0.933326076960161,17.655652018094163
29,0.07357014236329207,15.569004752492882
30,4.890051282942278,8.48190630935849
31,-0.09334341023628256,15.820515065739944
32,1.7492009093093772,12.478523796707538
33,1.867827600584044,12.216523230590585
34,0.9281223940187502,13.675428956252551
35,-0.0908734155853613,15.81933101464313
36,0.6646235166218234,1.0981921846762026
37,-0.5873502457407744,16.757845500974298
38,-0.5935578707095518,16.728723664781256
39,-0.33649525833260907,16.231064627977606
40,1.3298385664586025,13.22031291966389
41,0.4439091302870598,14.866693089696842
42,1.5701680142922056,12.749856879737886
43,0.13671438305070552,1.289623191020116
44,3.75618659120588,10.105943250003236
45,-0.2626927335482177,16.06007121932769
46,4.141229595752704,9.516071365682356
47,6.348088189997343,7.108885813910671
48,-0.4256047465933364,16.436585672995626
49,0.37982012427646183,15.013261435131257
50,1.1215425010488598,13.666970528869676
51,-0.5103544576321754,16.554584168477053
52,3.1057586446717256,10.627332856956237
53,4.455424359217109,9.140656911254423
54,-0.34791269559899207,16.2832097108035
55,4.649797798259905,8.790668882596487
56,0.5066457884788966,14.770303390079007
57,1.7911802735103013,12.417249069910902
58,1.96125505315974,12.130837683543607
59,-0.007908521114037045,15.726427863089626
